chapter_id,chapter_label,chapter_description,subchapter_id,subchapter_label,subchapter_description,part_id,part_label,part_description,subpart_id,subpart_label,subpart_description,section_number,section_label,section_level,section_title,citation,reserved,volumes,received_on,size,text
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1310,Part 1310—Records and Reports of Listed Chemicals and Certain Machines; Importation and Exportation of Certain Machines,Records and Reports of Listed Chemicals and Certain Machines; Importation and Exportation of Certain Machines,,,,1310.12,§ 1310.12 Exempt chemical mixtures.,§ 1310.12,Exempt chemical mixtures.,21 CFR 1310.12,FALSE,9,2025-11-18T18:00:33-0500,24273,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1310,Part 1310—Records and Reports of Listed Chemicals and Certain Machines; Importation and Exportation of Certain Machines,Records and Reports of Listed Chemicals and Certain Machines; Importation and Exportation of Certain Machines,,,,1310.13,§ 1310.13 Exemption of chemical mixtures; application.,§ 1310.13,Exemption of chemical mixtures; application.,21 CFR 1310.13,FALSE,9,2024-06-04T18:40:30-0400,20901,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1310,Part 1310—Records and Reports of Listed Chemicals and Certain Machines; Importation and Exportation of Certain Machines,Records and Reports of Listed Chemicals and Certain Machines; Importation and Exportation of Certain Machines,,,,1310.14,§ 1310.14 Removal of exemption from definition of regulated transaction.,§ 1310.14,Removal of exemption from definition of regulated transaction.,21 CFR 1310.14,FALSE,9,2017-01-05T00:00:00-0500,1118,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1310,Part 1310—Records and Reports of Listed Chemicals and Certain Machines; Importation and Exportation of Certain Machines,Records and Reports of Listed Chemicals and Certain Machines; Importation and Exportation of Certain Machines,,,,1310.16,§ 1310.16 Exemptions for certain scheduled listed chemical products.,§ 1310.16,Exemptions for certain scheduled listed chemical products.,21 CFR 1310.16,FALSE,9,2017-01-05T00:00:00-0500,3212,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1310,Part 1310—Records and Reports of Listed Chemicals and Certain Machines; Importation and Exportation of Certain Machines,Records and Reports of Listed Chemicals and Certain Machines; Importation and Exportation of Certain Machines,,,,1310.21,§ 1310.21 Sale by Federal departments or agencies of chemicals which could be used to manufacture controlled substances.,§ 1310.21,Sale by Federal departments or agencies of chemicals which could be used to manufacture controlled substances.,21 CFR 1310.21,FALSE,9,2017-01-05T00:00:00-0500,7420,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,A,Subpart A—General,General,1311.01,§ 1311.01 Scope.,§ 1311.01,Scope.,21 CFR 1311.01,FALSE,9,2017-01-05T00:00:00-0500,400,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,A,Subpart A—General,General,1311.02,§ 1311.02 Definitions.,§ 1311.02,Definitions.,21 CFR 1311.02,FALSE,9,2017-01-05T00:00:00-0500,425,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,A,Subpart A—General,General,1311.05,§ 1311.05 Standards for technologies for electronic transmission of orders.,§ 1311.05,Standards for technologies for electronic transmission of orders.,21 CFR 1311.05,FALSE,9,2017-01-05T00:00:00-0500,1576,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,A,Subpart A—General,General,1311.08,§ 1311.08 Incorporation by reference.,§ 1311.08,Incorporation by reference.,21 CFR 1311.08,FALSE,9,2017-01-05T00:00:00-0500,3628,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,B,Subpart B—Obtaining and Using Digital Certificates for Electronic Orders,Obtaining and Using Digital Certificates for Electronic Orders,1311.1,§ 1311.10 Eligibility to obtain a CSOS digital certificate.,§ 1311.10,Eligibility to obtain a CSOS digital certificate.,21 CFR 1311.10,FALSE,9,2017-01-05T00:00:00-0500,726,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,B,Subpart B—Obtaining and Using Digital Certificates for Electronic Orders,Obtaining and Using Digital Certificates for Electronic Orders,1311.15,§ 1311.15 Limitations on CSOS digital certificates.,§ 1311.15,Limitations on CSOS digital certificates.,21 CFR 1311.15,FALSE,9,2017-01-05T00:00:00-0500,770,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,B,Subpart B—Obtaining and Using Digital Certificates for Electronic Orders,Obtaining and Using Digital Certificates for Electronic Orders,1311.2,§ 1311.20 Coordinators for CSOS digital certificate holders.,§ 1311.20,Coordinators for CSOS digital certificate holders.,21 CFR 1311.20,FALSE,9,2025-12-02T17:40:35-0500,1858,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,B,Subpart B—Obtaining and Using Digital Certificates for Electronic Orders,Obtaining and Using Digital Certificates for Electronic Orders,1311.25,§ 1311.25 Requirements for obtaining a CSOS digital certificate.,§ 1311.25,Requirements for obtaining a CSOS digital certificate.,21 CFR 1311.25,FALSE,9,2025-12-02T17:40:35-0500,2032,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,B,Subpart B—Obtaining and Using Digital Certificates for Electronic Orders,Obtaining and Using Digital Certificates for Electronic Orders,1311.3,§ 1311.30 Requirements for storing and using a private key for digitally signing orders.,§ 1311.30,Requirements for storing and using a private key for digitally signing orders.,21 CFR 1311.30,FALSE,9,2017-01-05T00:00:00-0500,1351,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,B,Subpart B—Obtaining and Using Digital Certificates for Electronic Orders,Obtaining and Using Digital Certificates for Electronic Orders,1311.35,§ 1311.35 Number of CSOS digital certificates needed.,§ 1311.35,Number of CSOS digital certificates needed.,21 CFR 1311.35,FALSE,9,2017-01-05T00:00:00-0500,452,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,B,Subpart B—Obtaining and Using Digital Certificates for Electronic Orders,Obtaining and Using Digital Certificates for Electronic Orders,1311.4,§ 1311.40 Renewal of CSOS digital certificates.,§ 1311.40,Renewal of CSOS digital certificates.,21 CFR 1311.40,FALSE,9,2025-12-02T17:40:35-0500,1486,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,B,Subpart B—Obtaining and Using Digital Certificates for Electronic Orders,Obtaining and Using Digital Certificates for Electronic Orders,1311.45,§ 1311.45 Requirements for registrants that allow powers of attorney to obtain CSOS digital certificates under their DEA registration.,§ 1311.45,Requirements for registrants that allow powers of attorney to obtain CSOS digital certificates under their DEA registration.,21 CFR 1311.45,FALSE,9,2017-01-05T00:00:00-0500,836,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,B,Subpart B—Obtaining and Using Digital Certificates for Electronic Orders,Obtaining and Using Digital Certificates for Electronic Orders,1311.5,§ 1311.50 Requirements for recipients of digitally signed orders.,§ 1311.50,Requirements for recipients of digitally signed orders.,21 CFR 1311.50,FALSE,9,2017-01-05T00:00:00-0500,971,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,B,Subpart B—Obtaining and Using Digital Certificates for Electronic Orders,Obtaining and Using Digital Certificates for Electronic Orders,1311.55,§ 1311.55 Requirements for systems used to process digitally signed orders.,§ 1311.55,Requirements for systems used to process digitally signed orders.,21 CFR 1311.55,FALSE,9,2017-01-05T00:00:00-0500,5072,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,B,Subpart B—Obtaining and Using Digital Certificates for Electronic Orders,Obtaining and Using Digital Certificates for Electronic Orders,1311.6,§ 1311.60 Recordkeeping.,§ 1311.60,Recordkeeping.,21 CFR 1311.60,FALSE,9,2025-12-02T17:40:35-0500,786,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.1,§ 1311.100 General.,§ 1311.100,General.,21 CFR 1311.100,FALSE,9,2017-01-05T00:00:00-0500,2203,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.102,§ 1311.102 Practitioner responsibilities.,§ 1311.102,Practitioner responsibilities.,21 CFR 1311.102,FALSE,9,2017-01-05T00:00:00-0500,5817,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.105,§ 1311.105 Requirements for obtaining an authentication credential—Individual practitioners.,§ 1311.105,Requirements for obtaining an authentication credential—Individual practitioners.,21 CFR 1311.105,FALSE,9,2023-03-31T21:40:18-0400,1710,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.11,§ 1311.110 Requirements for obtaining an authentication credential—Individual practitioners eligible to use an electronic prescription application of an institutional practitioner.,§ 1311.110,Requirements for obtaining an authentication credential—Individual practitioners eligible to use an electronic prescription application of an institutional practitioner.,21 CFR 1311.110,FALSE,9,2023-03-31T21:40:18-0400,3916,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.115,§ 1311.115 Additional requirements for two-factor authentication.,§ 1311.115,Additional requirements for two-factor authentication.,21 CFR 1311.115,FALSE,9,2017-01-05T00:00:00-0500,1241,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.116,§ 1311.116 Additional requirements for biometrics.,§ 1311.116,Additional requirements for biometrics.,21 CFR 1311.116,FALSE,9,2017-01-05T00:00:00-0500,3181,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.12,§ 1311.120 Electronic prescription application requirements.,§ 1311.120,Electronic prescription application requirements.,21 CFR 1311.120,FALSE,9,2017-01-05T00:00:00-0500,11744,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.125,§ 1311.125 Requirements for establishing logical access control—Individual practitioner.,§ 1311.125,Requirements for establishing logical access control—Individual practitioner.,21 CFR 1311.125,FALSE,9,2023-03-31T21:40:18-0400,2572,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.13,§ 1311.130 Requirements for establishing logical access control—Institutional practitioner.,§ 1311.130,Requirements for establishing logical access control—Institutional practitioner.,21 CFR 1311.130,FALSE,9,2023-03-31T21:40:18-0400,2706,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.135,§ 1311.135 Requirements for creating a controlled substance prescription.,§ 1311.135,Requirements for creating a controlled substance prescription.,21 CFR 1311.135,FALSE,9,2017-01-05T00:00:00-0500,992,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.14,§ 1311.140 Requirements for signing a controlled substance prescription.,§ 1311.140,Requirements for signing a controlled substance prescription.,21 CFR 1311.140,FALSE,9,2017-01-05T00:00:00-0500,2250,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.145,§ 1311.145 Digitally signing the prescription with the individual practitioner's private key.,§ 1311.145,Digitally signing the prescription with the individual practitioner's private key.,21 CFR 1311.145,FALSE,9,2017-01-05T00:00:00-0500,1938,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.15,§ 1311.150 Additional requirements for internal application audits.,§ 1311.150,Additional requirements for internal application audits.,21 CFR 1311.150,FALSE,9,2017-01-05T00:00:00-0500,2013,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.17,§ 1311.170 Transmission requirements.,§ 1311.170,Transmission requirements.,21 CFR 1311.170,FALSE,9,2023-03-31T21:40:18-0400,2442,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.2,§ 1311.200 Pharmacy responsibilities.,§ 1311.200,Pharmacy responsibilities.,21 CFR 1311.200,FALSE,9,2017-01-05T00:00:00-0500,4348,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.205,§ 1311.205 Pharmacy application requirements.,§ 1311.205,Pharmacy application requirements.,21 CFR 1311.205,FALSE,9,2017-01-05T00:00:00-0500,5707,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.21,§ 1311.210 Archiving the initial record.,§ 1311.210,Archiving the initial record.,21 CFR 1311.210,FALSE,9,2017-01-05T00:00:00-0500,1530,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.215,§ 1311.215 Internal audit trail.,§ 1311.215,Internal audit trail.,21 CFR 1311.215,FALSE,9,2017-01-05T00:00:00-0500,1938,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.3,§ 1311.300 Application provider requirements—Third-party audits or certifications.,§ 1311.300,Application provider requirements—Third-party audits or certifications.,21 CFR 1311.300,FALSE,9,2023-03-31T21:40:18-0400,5751,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.302,§ 1311.302 Additional application provider requirements.,§ 1311.302,Additional application provider requirements.,21 CFR 1311.302,FALSE,9,2017-01-05T00:00:00-0500,1069,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1311,Part 1311—Requirements for Electronic Orders and Prescriptions,Requirements for Electronic Orders and Prescriptions,C,Subpart C—Electronic Prescriptions,Electronic Prescriptions,1311.305,§ 1311.305 Recordkeeping.,§ 1311.305,Recordkeeping.,21 CFR 1311.305,FALSE,9,2017-01-05T00:00:00-0500,2142,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.01,§ 1312.01 Scope of part 1312.,§ 1312.01,Scope of part 1312.,21 CFR 1312.01,FALSE,9,2017-01-05T00:00:00-0500,523,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.02,§ 1312.02 Definitions.,§ 1312.02,Definitions.,21 CFR 1312.02,FALSE,9,2017-01-05T00:00:00-0500,425,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.03,§ 1312.03 Forms applicable to this part.,§ 1312.03,Forms applicable to this part.,21 CFR 1312.03,FALSE,9,2024-06-04T18:40:30-0400,1866,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.11,§ 1312.11 Requirement of authorization to import.,§ 1312.11,Requirement of authorization to import.,21 CFR 1312.11,FALSE,9,2017-03-23T01:00:00-0400,1897,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.12,§ 1312.12 Application for import permit; return information.,§ 1312.12,Application for import permit; return information.,21 CFR 1312.12,FALSE,9,2017-03-23T01:00:00-0400,5940,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.13,§ 1312.13 Issuance of import permit.,§ 1312.13,Issuance of import permit.,21 CFR 1312.13,FALSE,9,2017-03-23T01:00:00-0400,5704,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.14,§ 1312.14 Distribution of import permits.,§ 1312.14,Distribution of import permits.,21 CFR 1312.14,FALSE,9,2017-03-23T01:00:00-0400,1777,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.15,§ 1312.15 Shipments in greater or less amount than authorized.,§ 1312.15,Shipments in greater or less amount than authorized.,21 CFR 1312.15,FALSE,9,2017-03-23T01:00:00-0400,2115,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.16,"§ 1312.16 Amendment, cancellation, expiration of import permit.",§ 1312.16,"Amendment, cancellation, expiration of import permit.",21 CFR 1312.16,FALSE,9,2017-03-23T01:00:00-0400,5397,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.17,§ 1312.17 Special report from importers.,§ 1312.17,Special report from importers.,21 CFR 1312.17,FALSE,9,2017-01-05T00:00:00-0500,1031,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.18,§ 1312.18 Import declaration.,§ 1312.18,Import declaration.,21 CFR 1312.18,FALSE,9,2019-12-14T03:30:11-0500,7765,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.19,§ 1312.19 Distribution of import declaration.,§ 1312.19,Distribution of import declaration.,21 CFR 1312.19,FALSE,9,2017-03-23T01:00:00-0400,1437,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.21,§ 1312.21 Requirement of authorization to export.,§ 1312.21,Requirement of authorization to export.,21 CFR 1312.21,FALSE,9,2017-03-23T01:00:00-0400,1745,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.22,§ 1312.22 Application for export or reexport permit; return information.,§ 1312.22,Application for export or reexport permit; return information.,21 CFR 1312.22,FALSE,9,2023-03-31T21:40:18-0400,22026,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.23,§ 1312.23 Issuance of export permit.,§ 1312.23,Issuance of export permit.,21 CFR 1312.23,FALSE,9,2017-03-23T01:00:00-0400,4266,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.24,§ 1312.24 Distribution of export permit.,§ 1312.24,Distribution of export permit.,21 CFR 1312.24,FALSE,9,2017-03-23T01:00:00-0400,1602,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.25,"§ 1312.25 Amendment, cancellation, expiration of export permit.",§ 1312.25,"Amendment, cancellation, expiration of export permit.",21 CFR 1312.25,FALSE,9,2017-03-23T01:00:00-0400,5472,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.26,§ 1312.26 Records required of exporter.,§ 1312.26,Records required of exporter.,21 CFR 1312.26,FALSE,9,2017-03-23T01:00:00-0400,653,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.27,§ 1312.27 Export/reexport declaration.,§ 1312.27,Export/reexport declaration.,21 CFR 1312.27,FALSE,9,2023-03-31T21:40:18-0400,16809,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.28,§ 1312.28 Distribution of export declaration.,§ 1312.28,Distribution of export declaration.,21 CFR 1312.28,FALSE,9,2017-03-23T01:00:00-0400,1382,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.29,§ 1312.29 Domestic release prohibited.,§ 1312.29,Domestic release prohibited.,21 CFR 1312.29,FALSE,9,2017-01-05T00:00:00-0500,665,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.3,"§ 1312.30 Schedule III, IV, and V non-narcotic controlled substances requiring an import and export permit.",§ 1312.30,"Schedule III, IV, and V non-narcotic controlled substances requiring an import and export permit.",21 CFR 1312.30,FALSE,9,2021-04-21T21:40:06-0400,961,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.31,§ 1312.31 Schedule I: Application for prior written approval.,§ 1312.31,Schedule I: Application for prior written approval.,21 CFR 1312.31,FALSE,9,2017-03-23T01:00:00-0400,5279,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.32,"§ 1312.32 Schedules II, III, IV: Advance notice.",§ 1312.32,"Schedules II, III, IV: Advance notice.",21 CFR 1312.32,FALSE,9,2017-03-23T01:00:00-0400,1553,
II,"Chapter II—Drug Enforcement Administration, Department of Justice","Drug Enforcement Administration, Department of Justice",,,,1312,Part 1312—Importation and Exportation of Controlled Substances,Importation and Exportation of Controlled Substances,,,,1312.41,§ 1312.41 Hearings generally.,§ 1312.41,Hearings generally.,21 CFR 1312.41,FALSE,9,2017-01-05T00:00:00-0500,922,
